User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities
154,23,male,Delhi,Undergraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Dating,5,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
155,18,female,Bangalore,Graduate,Freelancer,Bumble,Hinge,Weekly,30 minutes,Casual Fun,4,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
156,18,non-binary,Pune,Graduate,Freelancer,Tinder,Bumble,Monthly,1 hour,Social Interaction,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
157,22,female,Hyderabad,Graduate,Full-time Job,Hinge,Tinder,Monthly,1.5 hours,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance
158,25,non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Daily,3 hours,Social Interaction,3,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality
159,22,non-binary,Chennai,Graduate,Student,OkCupid,OkCupid,Weekly,2 hours,Finding a Partner,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values
160,24,male,Hyderabad,Postgraduate,Intern,Bumble,Bumble,Weekly,1 hour,Social Interaction,2,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values
161,23,non-binary,Bangalore,Graduate,Part-time Job,Bumble,OkCupid,Daily,3 hours,Social Interaction,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality
162,23,female,Kolkata,Undergraduate,Full-time Job,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,2,Time-Wasting,Audio Calls,Voice Notes,Values > Personality > Appearance
163,23,female,Kolkata,Graduate,Freelancer,Tinder,Bumble,Weekly,3 hours,Casual Fun,5,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values
164,24,non-binary,Pune,Graduate,Full-time Job,OkCupid,OkCupid,Daily,3 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values
165,18,female,Bangalore,Postgraduate,Part-time Job,OkCupid,Bumble,Weekly,1 hour,Casual Fun,1,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
166,19,male,Hyderabad,Postgraduate,Freelancer,Hinge,Tinder,Weekly,1 hour,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Video Calls,Values > Personality > Appearance
167,21,female,Hyderabad,Undergraduate,Full-time Job,Bumble,Hinge,Daily,3 hours,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
168,21,non-binary,Bangalore,Postgraduate,Part-time Job,OkCupid,Hinge,Monthly,3 hours,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
169,22,non-binary,Bangalore,Undergraduate,Freelancer,Hinge,OkCupid,Daily,30 minutes,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
170,24,male,Delhi,Graduate,Full-time Job,OkCupid,Hinge,Monthly,2 hours,Social Interaction,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
171,21,non-binary,Delhi,Graduate,Intern,Bumble,Bumble,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values
172,19,female,Chennai,Undergraduate,Part-time Job,Hinge,Bumble,Monthly,30 minutes,Finding a Partner,3,Lack of Genuine Matches,Audio Calls,Text,Values > Personality > Appearance
173,21,non-binary,Delhi,Undergraduate,Part-time Job,Tinder,Tinder,Daily,30 minutes,Casual Fun,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality
174,23,male,Mumbai,Postgraduate,Intern,OkCupid,Hinge,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance
175,19,non-binary,Kolkata,Postgraduate,Full-time Job,Bumble,Bumble,Monthly,30 minutes,Casual Dating,2,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values
176,24,male,Bangalore,Graduate,Student,OkCupid,Hinge,Daily,1.5 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values
177,24,male,Mumbai,Graduate,Freelancer,OkCupid,Hinge,Daily,2 hours,Finding a Partner,1,Time-Wasting,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
178,18,male,Delhi,Graduate,Part-time Job,Hinge,Bumble,Weekly,1 hour,Casual Fun,1,Lack of Genuine Matches,AI Recommendations,Video Calls,Values > Personality > Appearance
179,21,female,Kolkata,Postgraduate,Part-time Job,OkCupid,OkCupid,Monthly,1.5 hours,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance
180,20,non-binary,Hyderabad,Undergraduate,Full-time Job,Tinder,Tinder,Daily,1 hour,Finding a Partner,4,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values
181,21,male,Bangalore,Postgraduate,Student,Bumble,OkCupid,Weekly,1 hour,Casual Fun,1,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance
182,22,non-binary,Pune,Graduate,Student,OkCupid,OkCupid,Weekly,30 minutes,Casual Dating,4,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance
183,21,male,Kolkata,Undergraduate,Part-time Job,Hinge,Tinder,Daily,30 minutes,Casual Fun,4,Lack of Genuine Matches,AI Recommendations,Voice Notes,Personality > Interests > Values
184,22,non-binary,Delhi,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Fun,5,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
185,23,female,Kolkata,Undergraduate,Part-time Job,OkCupid,Bumble,Monthly,1.5 hours,Casual Dating,1,Time-Wasting,Audio Calls,Text,Values > Personality > Appearance
186,18,non-binary,Kolkata,Graduate,Full-time Job,Hinge,Hinge,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality
187,24,female,Kolkata,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,30 minutes,Casual Dating,2,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance
188,23,male,Pune,Graduate,Intern,OkCupid,Tinder,Weekly,2 hours,Social Interaction,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality
189,24,male,Pune,Postgraduate,Freelancer,OkCupid,OkCupid,Daily,2 hours,Casual Fun,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance
190,20,male,Delhi,Graduate,Full-time Job,Tinder,Hinge,Monthly,1.5 hours,Casual Dating,3,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality
191,25,female,Hyderabad,Graduate,Part-time Job,Bumble,Tinder,Monthly,2 hours,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
192,22,male,Mumbai,Postgraduate,Student,Hinge,OkCupid,Monthly,2 hours,Casual Fun,5,Time-Wasting,AI Recommendations,Text,Values > Personality > Appearance
193,24,male,Chennai,Graduate,Part-time Job,OkCupid,OkCupid,Monthly,30 minutes,Social Interaction,3,Time-Wasting,Video Calls,Text,Values > Personality > Appearance
194,24,female,Hyderabad,Graduate,Freelancer,OkCupid,Tinder,Daily,1 hour,Casual Fun,1,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values
195,18,male,Mumbai,Undergraduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
196,25,female,Pune,Postgraduate,Part-time Job,OkCupid,Hinge,Daily,1 hour,Finding a Partner,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
197,19,female,Delhi,Undergraduate,Intern,OkCupid,Bumble,Weekly,2 hours,Finding a Partner,3,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality
198,20,female,Hyderabad,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Social Interaction,3,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance
199,23,female,Delhi,Graduate,Intern,OkCupid,Hinge,Monthly,2 hours,Finding a Partner,4,Safety Concerns,AI Recommendations,Video Calls,Appearance > Interests > Personality
200,19,female,Bangalore,Graduate,Student,Bumble,Bumble,Weekly,30 minutes,Casual Dating,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
201,21,non-binary,Delhi,Graduate,Intern,OkCupid,Tinder,Weekly,1.5 hours,Social Interaction,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values
202,20,non-binary,Chennai,Graduate,Freelancer,Hinge,OkCupid,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
203,18,male,Kolkata,Graduate,Intern,Bumble,Tinder,Weekly,30 minutes,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
204,23,non-binary,Chennai,Postgraduate,Full-time Job,Hinge,Tinder,Monthly,1.5 hours,Social Interaction,2,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
205,18,non-binary,Chennai,Postgraduate,Intern,OkCupid,Bumble,Weekly,2 hours,Casual Dating,2,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
206,21,male,Hyderabad,Undergraduate,Part-time Job,Bumble,Hinge,Weekly,1 hour,Casual Fun,4,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
207,20,non-binary,Delhi,Postgraduate,Part-time Job,OkCupid,Bumble,Monthly,2 hours,Casual Dating,5,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality
208,24,female,Kolkata,Graduate,Student,Bumble,Bumble,Daily,2 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality
209,19,female,Mumbai,Undergraduate,Freelancer,Hinge,Hinge,Monthly,1 hour,Casual Dating,1,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values
210,24,female,Mumbai,Undergraduate,Freelancer,Tinder,Hinge,Weekly,2 hours,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance
211,24,male,Bangalore,Undergraduate,Full-time Job,OkCupid,Hinge,Daily,3 hours,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values
212,19,female,Kolkata,Postgraduate,Part-time Job,Hinge,Bumble,Weekly,2 hours,Social Interaction,5,Time-Wasting,Video Calls,Text,Values > Personality > Appearance
213,22,female,Pune,Postgraduate,Student,Bumble,Hinge,Monthly,1 hour,Social Interaction,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality
214,19,female,Mumbai,Graduate,Part-time Job,OkCupid,OkCupid,Daily,2 hours,Casual Dating,2,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values
215,23,male,Delhi,Graduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Social Interaction,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
216,19,male,Hyderabad,Undergraduate,Intern,OkCupid,Tinder,Daily,30 minutes,Social Interaction,4,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
217,19,female,Chennai,Undergraduate,Full-time Job,Hinge,Hinge,Daily,1 hour,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values
218,21,non-binary,Hyderabad,Undergraduate,Intern,Bumble,Bumble,Monthly,1.5 hours,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance
219,23,male,Mumbai,Graduate,Student,Tinder,Bumble,Weekly,1.5 hours,Social Interaction,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
220,22,non-binary,Hyderabad,Graduate,Full-time Job,OkCupid,Hinge,Weekly,2 hours,Social Interaction,1,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
221,19,non-binary,Pune,Postgraduate,Intern,OkCupid,Hinge,Monthly,3 hours,Casual Dating,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance
222,23,female,Delhi,Undergraduate,Freelancer,OkCupid,Tinder,Monthly,1 hour,Social Interaction,3,Time-Wasting,AI Recommendations,Video Calls,Personality > Interests > Values
223,18,male,Bangalore,Undergraduate,Freelancer,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,2,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance
224,23,female,Hyderabad,Postgraduate,Freelancer,Bumble,Tinder,Monthly,2 hours,Casual Fun,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values
225,20,female,Bangalore,Graduate,Freelancer,Bumble,Hinge,Weekly,2 hours,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
226,23,non-binary,Hyderabad,Undergraduate,Freelancer,OkCupid,Hinge,Daily,2 hours,Casual Fun,3,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality
227,18,female,Kolkata,Undergraduate,Full-time Job,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
228,23,female,Pune,Undergraduate,Student,Hinge,Hinge,Monthly,1.5 hours,Casual Fun,3,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance
229,22,male,Pune,Undergraduate,Student,Hinge,Bumble,Monthly,1.5 hours,Social Interaction,4,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values
230,20,male,Bangalore,Undergraduate,Part-time Job,OkCupid,OkCupid,Weekly,1 hour,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
231,18,female,Mumbai,Undergraduate,Full-time Job,Tinder,OkCupid,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values
232,23,non-binary,Mumbai,Postgraduate,Student,Bumble,Hinge,Weekly,30 minutes,Social Interaction,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
233,25,female,Mumbai,Undergraduate,Intern,Hinge,Tinder,Daily,30 minutes,Finding a Partner,3,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
234,22,non-binary,Chennai,Graduate,Freelancer,Tinder,Hinge,Monthly,30 minutes,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
235,22,male,Chennai,Undergraduate,Part-time Job,Hinge,Hinge,Daily,2 hours,Social Interaction,3,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
236,25,non-binary,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,2 hours,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
237,23,female,Mumbai,Postgraduate,Intern,Hinge,Tinder,Monthly,1.5 hours,Casual Dating,4,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
238,18,non-binary,Bangalore,Graduate,Intern,Bumble,Hinge,Daily,3 hours,Casual Fun,3,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values
239,23,non-binary,Mumbai,Graduate,Intern,Hinge,Tinder,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance
240,25,female,Chennai,Graduate,Student,OkCupid,Hinge,Daily,2 hours,Social Interaction,2,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
241,20,female,Mumbai,Postgraduate,Part-time Job,OkCupid,Bumble,Daily,1.5 hours,Finding a Partner,3,Time-Wasting,Detailed Profiles,Voice Notes,Personality > Interests > Values
242,23,non-binary,Chennai,Graduate,Intern,OkCupid,Bumble,Monthly,1.5 hours,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance
243,20,non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Daily,1.5 hours,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
244,23,non-binary,Chennai,Postgraduate,Intern,OkCupid,Hinge,Daily,3 hours,Social Interaction,5,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality
245,24,non-binary,Pune,Graduate,Freelancer,OkCupid,Hinge,Weekly,3 hours,Casual Dating,4,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance
246,24,non-binary,Mumbai,Postgraduate,Intern,Hinge,Hinge,Daily,30 minutes,Casual Dating,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
247,23,male,Kolkata,Postgraduate,Intern,Bumble,OkCupid,Monthly,3 hours,Social Interaction,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality
248,22,non-binary,Hyderabad,Postgraduate,Student,Bumble,Tinder,Daily,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Personality > Interests > Values
249,22,male,Bangalore,Postgraduate,Student,Tinder,Tinder,Daily,1 hour,Finding a Partner,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
250,19,male,Mumbai,Postgraduate,Freelancer,Bumble,Bumble,Daily,3 hours,Casual Dating,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
251,19,male,Pune,Graduate,Part-time Job,Tinder,Hinge,Weekly,3 hours,Casual Fun,4,Time-Wasting,Detailed Profiles,Text,Personality > Interests > Values
252,25,male,Bangalore,Postgraduate,Student,Hinge,Hinge,Monthly,1 hour,Finding a Partner,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
253,24,male,Chennai,Graduate,Student,OkCupid,Bumble,Daily,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
254,21,female,Mumbai,Undergraduate,Intern,Tinder,OkCupid,Weekly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values
255,22,male,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,30 minutes,Finding a Partner,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality
256,21,male,Bangalore,Undergraduate,Student,Hinge,Bumble,Weekly,1.5 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values
257,19,female,Chennai,Undergraduate,Freelancer,Tinder,Bumble,Daily,2 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance
258,24,male,Pune,Graduate,Freelancer,Bumble,Hinge,Monthly,1.5 hours,Casual Fun,4,Time-Wasting,Location-Based Matching,Text,Values > Personality > Appearance
259,19,male,Bangalore,Graduate,Freelancer,OkCupid,OkCupid,Daily,1 hour,Casual Fun,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
260,23,male,Delhi,Undergraduate,Intern,Tinder,Bumble,Daily,30 minutes,Casual Fun,2,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality
261,18,female,Pune,Undergraduate,Full-time Job,OkCupid,Hinge,Monthly,1 hour,Casual Dating,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values
262,22,female,Pune,Undergraduate,Full-time Job,OkCupid,Bumble,Weekly,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance
263,21,non-binary,Chennai,Postgraduate,Full-time Job,OkCupid,OkCupid,Monthly,1.5 hours,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality
264,25,male,Kolkata,Undergraduate,Intern,OkCupid,Tinder,Daily,2 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values
265,23,non-binary,Bangalore,Graduate,Freelancer,Hinge,Bumble,Weekly,1 hour,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values
266,25,male,Bangalore,Graduate,Freelancer,OkCupid,Hinge,Daily,30 minutes,Social Interaction,5,Lack of Genuine Matches,Audio Calls,Voice Notes,Values > Personality > Appearance
267,19,female,Chennai,Graduate,Intern,OkCupid,Hinge,Weekly,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values
268,25,non-binary,Hyderabad,Graduate,Student,Hinge,Hinge,Weekly,1.5 hours,Casual Fun,3,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality
269,19,non-binary,Bangalore,Graduate,Part-time Job,OkCupid,Hinge,Weekly,30 minutes,Casual Dating,3,Safety Concerns,Video Calls,Text,Personality > Interests > Values
270,19,male,Mumbai,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,1.5 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance
271,23,male,Pune,Graduate,Part-time Job,OkCupid,Hinge,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality
272,18,female,Hyderabad,Undergraduate,Student,Tinder,OkCupid,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality
273,19,non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Monthly,1 hour,Social Interaction,5,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality
274,20,non-binary,Kolkata,Postgraduate,Intern,Tinder,Tinder,Weekly,30 minutes,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values
275,18,male,Mumbai,Postgraduate,Part-time Job,OkCupid,Hinge,Monthly,1 hour,Finding a Partner,3,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance
276,24,male,Mumbai,Graduate,Intern,Tinder,OkCupid,Daily,2 hours,Casual Fun,3,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
277,23,non-binary,Delhi,Undergraduate,Full-time Job,Tinder,Tinder,Daily,3 hours,Social Interaction,2,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values
278,20,non-binary,Chennai,Postgraduate,Intern,Tinder,Bumble,Monthly,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance
279,18,male,Mumbai,Undergraduate,Intern,OkCupid,Hinge,Weekly,1 hour,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance
280,19,male,Kolkata,Graduate,Part-time Job,OkCupid,Hinge,Monthly,3 hours,Finding a Partner,4,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values
281,19,female,Pune,Undergraduate,Full-time Job,Tinder,Hinge,Weekly,1.5 hours,Social Interaction,5,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance
282,21,male,Mumbai,Postgraduate,Freelancer,Bumble,Hinge,Monthly,3 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values
283,23,male,Mumbai,Postgraduate,Student,OkCupid,Tinder,Monthly,3 hours,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality
284,24,female,Bangalore,Postgraduate,Student,Hinge,Hinge,Daily,1 hour,Social Interaction,4,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance
285,22,non-binary,Kolkata,Postgraduate,Full-time Job,Hinge,Hinge,Daily,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance
286,20,non-binary,Kolkata,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Finding a Partner,2,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance
287,22,male,Hyderabad,Graduate,Full-time Job,OkCupid,Hinge,Weekly,3 hours,Casual Fun,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values
288,18,non-binary,Hyderabad,Postgraduate,Intern,OkCupid,Hinge,Monthly,30 minutes,Casual Fun,3,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
289,23,female,Pune,Undergraduate,Full-time Job,Hinge,Bumble,Weekly,1 hour,Casual Fun,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
290,18,non-binary,Kolkata,Undergraduate,Student,Tinder,OkCupid,Weekly,1 hour,Casual Dating,4,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values
291,25,female,Pune,Postgraduate,Full-time Job,Bumble,Hinge,Daily,3 hours,Social Interaction,2,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality
292,21,male,Mumbai,Postgraduate,Student,OkCupid,OkCupid,Monthly,1 hour,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
293,22,non-binary,Pune,Postgraduate,Intern,Tinder,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality
294,23,non-binary,Chennai,Undergraduate,Freelancer,Bumble,Hinge,Monthly,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values
295,23,female,Delhi,Undergraduate,Part-time Job,OkCupid,Hinge,Monthly,3 hours,Casual Fun,4,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values
296,18,female,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality
297,24,male,Mumbai,Postgraduate,Freelancer,Tinder,Tinder,Weekly,3 hours,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality
298,19,female,Pune,Undergraduate,Freelancer,Bumble,Hinge,Monthly,1 hour,Finding a Partner,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality
299,22,non-binary,Pune,Undergraduate,Intern,OkCupid,OkCupid,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values
300,21,female,Mumbai,Postgraduate,Student,Bumble,Bumble,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance
301,23,male,Delhi,Postgraduate,Part-time Job,OkCupid,Hinge,Daily,3 hours,Finding a Partner,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality
302,25,male,Hyderabad,Undergraduate,Full-time Job,OkCupid,Tinder,Monthly,1 hour,Casual Fun,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values
303,19,non-binary,Hyderabad,Graduate,Full-time Job,Tinder,OkCupid,Daily,30 minutes,Social Interaction,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality
304,23,female,Chennai,Graduate,Part-time Job,Bumble,Hinge,Weekly,1 hour,Social Interaction,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values
305,20,female,Mumbai,Graduate,Freelancer,Hinge,OkCupid,Daily,1.5 hours,Social Interaction,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values
306,19,male,Mumbai,Undergraduate,Full-time Job,OkCupid,Tinder,Weekly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality
307,20,female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality
